page_loads,unique_visits,first_visits,returning_visits,Day,days_f
5436,3791,3062,729,Monday,1
5174,3562,2945,617,Tuesday,1
4873,3255,2632,623,Wednesday,1
3913,2716,2164,552,Thursday,1
2934,1979,1543,436,Friday,0
1523,1074,846,228,Saturday,0
1859,1223,997,226,Sunday,0
1835,1310,1019,291,Monday,1
1852,1214,955,259,Tuesday,1
2357,1594,1243,351,Wednesday,1
2583,1783,1418,365,Thursday,1
2477,1613,1279,334,Friday,0
1694,1197,990,207,Saturday,0
1985,1340,1097,243,Sunday,0
1723,1159,874,285,Monday,1
1715,1168,891,277,Tuesday,1
3431,2361,1899,462,Wednesday,1
4118,2793,2259,534,Thursday,1
3504,2373,1936,437,Friday,0
2308,1609,1348,261,Saturday,0
2925,2046,1648,398,Sunday,0
4587,3100,2550,550,Monday,1
4731,3182,2585,597,Tuesday,1
4831,3245,2660,585,Wednesday,1
4162,2836,2298,538,Thursday,1
3726,2476,1999,477,Friday,0
2458,1722,1413,309,Saturday,0
3266,2264,1878,386,Sunday,0
5016,3348,2760,588,Monday,1
4732,3320,2738,582,Tuesday,1
4938,3447,2845,602,Wednesday,1
5033,3516,2967,549,Thursday,1
4114,2731,2236,495,Friday,0
2780,1929,1599,330,Saturday,0
4205,2367,1974,393,Sunday,0
4983,3391,2783,608,Monday,1
5182,3674,3052,622,Tuesday,1
5316,3856,3199,657,Wednesday,1
5021,3462,2853,609,Thursday,1
4230,2882,2382,500,Friday,0
2743,1882,1541,341,Saturday,0
3890,2622,2232,390,Sunday,0
5575,3925,3232,693,Monday,1
5732,3866,3260,606,Tuesday,1
5402,3759,3134,625,Wednesday,1
5069,3597,2984,613,Thursday,1
4222,2923,2364,559,Friday,0
2864,1902,1596,306,Saturday,0
3598,2447,2044,403,Sunday,0
5366,3767,3146,621,Monday,1
5427,3757,3124,633,Tuesday,1
5667,3759,3130,629,Wednesday,1
5517,3763,3069,694,Thursday,1
4420,2943,2429,514,Friday,0
3150,2274,1911,363,Saturday,0
4264,2962,2470,492,Sunday,0
6569,4276,3566,710,Monday,1
6145,4092,3391,701,Tuesday,1
5743,3932,3236,696,Wednesday,1
5512,3762,3075,687,Thursday,1
4127,2952,2377,575,Friday,0
3309,2195,1809,386,Saturday,0
3761,2669,2217,452,Sunday,0
5592,3912,3226,686,Monday,1
6100,4322,3575,747,Tuesday,1
6208,4265,3543,722,Wednesday,1
5730,4071,3352,719,Thursday,1
4372,3073,2508,565,Friday,0
3378,2259,1871,388,Saturday,0
4367,3012,2524,488,Sunday,0
6318,4424,3678,746,Monday,1
6431,4304,3530,774,Tuesday,1
5919,4205,3442,763,Wednesday,1
5668,3966,3266,700,Thursday,1
4581,3178,2594,584,Friday,0
3383,2263,1878,385,Saturday,0
4311,3005,2476,529,Sunday,0
6357,4214,3443,771,Monday,1
6092,4092,3343,749,Tuesday,1
5772,4070,3340,730,Wednesday,1
5861,4064,3330,734,Thursday,1
4600,3147,2590,557,Friday,0
3390,2218,1849,369,Saturday,0
4099,2898,2397,501,Sunday,0
6240,4320,3599,721,Monday,1
5871,4127,3375,752,Tuesday,1
6381,4506,3726,780,Wednesday,1
5853,4043,3328,715,Thursday,1
4425,3116,2499,617,Friday,0
2961,2099,1685,414,Saturday,0
4008,2744,2258,486,Sunday,0
5830,4040,3319,721,Monday,1
6089,4164,3448,716,Tuesday,1
5800,3946,3192,754,Wednesday,1
5431,3761,3100,661,Thursday,1
4560,3071,2543,528,Friday,0
3256,2254,1859,395,Saturday,0
4156,2858,2386,472,Sunday,0
6060,4232,3469,763,Monday,1
6191,4344,3578,766,Tuesday,1
6678,4612,3842,770,Wednesday,1
6167,4086,3361,725,Thursday,1
4441,3147,2601,546,Friday,0
3243,2325,1949,376,Saturday,0
4260,3039,2543,496,Sunday,0
6078,4238,3550,688,Monday,1
6824,4656,3833,823,Tuesday,1
6621,4727,3942,785,Wednesday,1
6231,4343,3647,696,Thursday,1
4776,3346,2719,627,Friday,0
3148,2319,1924,395,Saturday,0
4357,3050,2511,539,Sunday,0
6794,4738,3960,778,Monday,1
6688,4505,3736,769,Tuesday,1
6570,4448,3646,802,Wednesday,1
6113,4264,3504,760,Thursday,1
4856,3336,2726,610,Friday,0
3401,2409,2011,398,Saturday,0
4551,3197,2600,597,Sunday,0
6614,4773,3967,806,Monday,1
7019,4837,4037,800,Tuesday,1
6643,4470,3681,789,Wednesday,1
5398,3825,3133,692,Thursday,1
4323,2981,2482,499,Friday,0
3546,2442,2020,422,Saturday,0
4312,3045,2534,511,Sunday,0
6363,4520,3729,791,Monday,1
6797,4968,4147,821,Tuesday,1
7144,5002,4136,866,Wednesday,1
6555,4621,3804,817,Thursday,1
5400,3780,3089,691,Friday,0
3710,2465,2038,427,Saturday,0
4788,3294,2728,566,Sunday,0
6232,4340,3578,762,Monday,1
6093,4264,3440,824,Tuesday,1
6117,4275,3556,719,Wednesday,1
6274,4153,3433,720,Thursday,1
4774,3370,2763,607,Friday,0
3437,2462,1999,463,Saturday,0
4330,3009,2457,552,Sunday,0
5902,4164,3402,762,Monday,1
6064,4258,3469,789,Tuesday,1
5709,4049,3310,739,Wednesday,1
5596,3944,3275,669,Thursday,1
4498,3144,2494,650,Friday,0
3258,2119,1702,417,Saturday,0
3571,2565,2070,495,Sunday,0
5677,3908,3136,772,Monday,1
5534,3669,2977,692,Tuesday,1
5391,3667,2989,678,Wednesday,1
5043,3577,2953,624,Thursday,1
3993,2795,2254,541,Friday,0
2565,1876,1545,331,Saturday,0
3369,2364,1954,410,Sunday,0
4993,3442,2806,636,Monday,1
4728,3406,2813,593,Tuesday,1
4963,3431,2772,659,Wednesday,1
4637,3243,2698,545,Thursday,1
3694,2559,2070,489,Friday,0
2460,1658,1347,311,Saturday,0
3006,2064,1693,371,Sunday,0
3992,2780,2271,509,Monday,1
4960,3403,2767,636,Tuesday,1
4376,3115,2562,553,Wednesday,1
4143,2896,2353,543,Thursday,1
3359,2363,1909,454,Friday,0
2218,1474,1221,253,Saturday,0
2768,1845,1516,329,Sunday,0
3967,2831,2295,536,Monday,1
4501,3008,2426,582,Tuesday,1
3973,2727,2233,494,Wednesday,1
4259,2871,2312,559,Thursday,1
3181,2313,1869,444,Friday,0
2170,1583,1324,259,Saturday,0
2810,1930,1586,344,Sunday,0
4420,3030,2463,567,Monday,1
4793,3258,2664,594,Tuesday,1
4410,3064,2479,585,Wednesday,1
4076,2844,2280,564,Thursday,1
3287,2265,1789,476,Friday,0
2176,1467,1201,266,Saturday,0
2516,1747,1419,328,Sunday,0
4142,2925,2398,527,Monday,1
4225,3013,2461,552,Tuesday,1
4162,2882,2351,531,Wednesday,1
3716,2615,2137,478,Thursday,1
3333,2275,1853,422,Friday,0
1918,1360,1118,242,Saturday,0
2344,1621,1317,304,Sunday,0
3691,2591,2149,442,Monday,1
4035,2770,2247,523,Tuesday,1
3939,2675,2186,489,Wednesday,1
3738,2671,2197,474,Thursday,1
2846,2021,1657,364,Friday,0
1733,1199,983,216,Saturday,0
2184,1494,1240,254,Sunday,0
3512,2485,2001,484,Monday,1
3675,2636,2163,473,Tuesday,1
3831,2579,2144,435,Wednesday,1
2801,1971,1648,323,Thursday,1
2552,1790,1446,344,Friday,0
1950,1291,1110,181,Saturday,0
2110,1477,1209,268,Sunday,0
4303,2903,2383,520,Monday,1
3883,2799,2335,464,Tuesday,1
4244,2907,2347,560,Wednesday,1
3765,2669,2150,519,Thursday,1
3286,2276,1816,460,Friday,0
1851,1305,1063,242,Saturday,0
2580,1754,1433,321,Sunday,0
4140,2911,2382,529,Monday,1
4076,2785,2285,500,Tuesday,1
4141,2900,2360,540,Wednesday,1
3898,2774,2249,525,Thursday,1
3027,2078,1641,437,Friday,0
1831,1271,1033,238,Saturday,0
2282,1617,1356,261,Sunday,0
4138,2890,2376,514,Monday,1
4049,2868,2344,524,Tuesday,1
4272,2963,2359,604,Wednesday,1
4089,2755,2210,545,Thursday,1
3277,2264,1842,422,Friday,0
1954,1308,1069,239,Saturday,0
2111,1509,1239,270,Sunday,0
3625,2539,2053,486,Monday,1
4415,2906,2386,520,Tuesday,1
3854,2743,2260,483,Wednesday,1
4114,2771,2262,509,Thursday,1
3492,2280,1874,406,Friday,0
1849,1312,1096,216,Saturday,0
2239,1630,1347,283,Sunday,0
3976,2664,2191,473,Monday,1
4061,2833,2284,549,Tuesday,1
3702,2675,2215,460,Wednesday,1
3622,2553,2112,441,Thursday,1
3039,2033,1660,373,Friday,0
1848,1265,1049,216,Saturday,0
2082,1502,1242,260,Sunday,0
3807,2574,2121,453,Monday,1
3993,2667,2215,452,Tuesday,1
3567,2517,2087,430,Wednesday,1
3484,2450,2046,404,Thursday,1
2994,2022,1663,359,Friday,0
1793,1276,1074,202,Saturday,0
2422,1721,1477,244,Sunday,0
4070,2847,2371,476,Monday,1
3987,2800,2293,507,Tuesday,1
3355,2407,1963,444,Wednesday,1
2925,1959,1627,332,Thursday,1
3010,2143,1769,374,Friday,0
1896,1380,1151,229,Saturday,0
2501,1791,1497,294,Sunday,0
3851,2714,2257,457,Monday,1
4403,3075,2622,453,Tuesday,1
4627,3125,2623,502,Wednesday,1
4221,2982,2477,505,Thursday,1
3025,2102,1727,375,Friday,0
1998,1386,1179,207,Saturday,0
2297,1645,1414,231,Sunday,0
3192,2272,1910,362,Monday,1
4087,2921,2434,487,Tuesday,1
4787,3348,2842,506,Wednesday,1
4483,3078,2570,508,Thursday,1
3571,2483,2095,388,Friday,0
2263,1566,1343,223,Saturday,0
2948,2118,1827,291,Sunday,0
4521,3287,2785,502,Monday,1
4563,3251,2758,493,Tuesday,1
4598,3365,2901,464,Wednesday,1
4603,3356,2868,488,Thursday,1
3349,2508,2121,387,Friday,0
2437,1716,1451,265,Saturday,0
3188,2367,2082,285,Sunday,0
5291,3839,3280,559,Monday,1
5477,3815,3273,542,Tuesday,1
5257,3726,3222,504,Wednesday,1
5000,3500,3028,472,Thursday,1
3890,2822,2407,415,Friday,0
2654,1994,1739,255,Saturday,0
3656,2640,2328,312,Sunday,0
5223,3804,3291,513,Monday,1
5276,3826,3287,539,Tuesday,1
5476,3838,3306,532,Wednesday,1
5196,3718,3208,510,Thursday,1
4052,2863,2448,415,Friday,0
2635,1945,1696,249,Saturday,0
4076,2895,2541,354,Sunday,0
5167,3754,3216,538,Monday,1
4972,3634,3082,552,Tuesday,1
5143,3683,3209,474,Wednesday,1
4753,3454,2941,513,Thursday,1
3795,2854,2440,414,Friday,0
2920,2118,1827,291,Saturday,0
3950,2850,2471,379,Sunday,0
5493,3929,3432,497,Monday,1
5652,4186,3705,481,Tuesday,1
5617,3936,3388,548,Wednesday,1
5234,3802,3261,541,Thursday,1
4118,3147,2674,473,Friday,0
2863,2111,1803,308,Saturday,0
4032,3013,2645,368,Sunday,0
5476,4022,3466,556,Monday,1
5542,4117,3572,545,Tuesday,1
5340,3966,3403,563,Wednesday,1
5388,3905,3333,572,Thursday,1
4309,3097,2675,422,Friday,0
3117,2223,1897,326,Saturday,0
4234,3081,2679,402,Sunday,0
5698,4144,3507,637,Monday,1
5721,4132,3536,596,Tuesday,1
6018,4446,3823,623,Wednesday,1
5563,3995,3397,598,Thursday,1
4159,2961,2461,500,Friday,0
2732,2057,1753,304,Saturday,0
3901,2854,2460,394,Sunday,0
5749,4120,3529,591,Monday,1
5821,4140,3576,564,Tuesday,1
5647,4059,3452,607,Wednesday,1
5219,3689,3180,509,Thursday,1
4054,3010,2604,406,Friday,0
2815,2170,1889,281,Saturday,0
4253,3063,2603,460,Sunday,0
5816,4184,3640,544,Monday,1
5843,4176,3549,627,Tuesday,1
6058,4351,3672,679,Wednesday,1
6291,4489,3810,679,Thursday,1
4604,3357,2839,518,Friday,0
3354,2337,2000,337,Saturday,0
4190,3075,2634,441,Sunday,0
5931,4194,3573,621,Monday,1
6443,4589,3877,712,Tuesday,1
5805,4275,3572,703,Wednesday,1
5753,4172,3569,603,Thursday,1
4709,3452,2927,525,Friday,0
3418,2506,2136,370,Saturday,0
4821,3387,2872,515,Sunday,0
6444,4699,3985,714,Monday,1
6607,4772,4119,653,Tuesday,1
6726,4781,4115,666,Wednesday,1
6334,4462,3840,622,Thursday,1
4575,3214,2724,490,Friday,0
3414,2474,2118,356,Saturday,0
4535,3242,2787,455,Sunday,0
5970,4467,3836,631,Monday,1
5630,4115,3522,593,Tuesday,1
5384,3823,3225,598,Wednesday,1
4201,3223,2747,476,Thursday,1
3799,2947,2504,443,Friday,0
3301,2443,2053,390,Saturday,0
4420,3308,2849,459,Sunday,0
6384,4674,4031,643,Monday,1
6964,4975,4285,690,Tuesday,1
6957,4959,4252,707,Wednesday,1
6350,4671,3989,682,Thursday,1
5324,3796,3258,538,Friday,0
3795,2760,2362,398,Saturday,0
5013,3636,3159,477,Sunday,0
7005,5250,4569,681,Monday,1
6606,4791,4131,660,Tuesday,1
6686,4902,4240,662,Wednesday,1
6163,4533,3871,662,Thursday,1
4581,3272,2801,471,Friday,0
2930,2240,1958,282,Saturday,0
3585,2672,2280,392,Sunday,0
4925,3653,3128,525,Monday,1
4743,3441,2895,546,Tuesday,1
4716,3390,2918,472,Wednesday,1
3793,2821,2381,440,Thursday,1
2688,1906,1583,323,Friday,0
1682,1177,1020,157,Saturday,0
1880,1411,1190,221,Sunday,0
2451,1738,1442,296,Monday,1
1644,1197,977,220,Tuesday,1
1483,1027,851,176,Wednesday,1
1864,1355,1102,253,Thursday,1
1927,1319,1109,210,Friday,0
1679,1219,1019,200,Saturday,0
1962,1299,1111,188,Sunday,0
2469,1762,1479,283,Monday,1
1750,1192,1005,187,Tuesday,1
1554,1105,870,235,Wednesday,1
2820,2083,1754,329,Thursday,1
2970,2180,1859,321,Friday,0
2111,1526,1300,226,Saturday,0
2393,1788,1514,274,Sunday,0
3704,2770,2341,429,Monday,1
3760,2915,2492,423,Tuesday,1
3698,2844,2402,442,Wednesday,1
4243,3374,2910,464,Thursday,1
3177,2415,2043,372,Friday,0
2361,1834,1581,253,Saturday,0
2762,2238,1961,277,Sunday,0
4298,3242,2727,515,Monday,1
3838,2884,2450,434,Tuesday,1
3754,2864,2470,394,Wednesday,1
3817,2951,2510,441,Thursday,1
3175,2419,2006,413,Friday,0
2336,1927,1681,246,Saturday,0
2597,2031,1717,314,Sunday,0
3715,2948,2505,443,Monday,1
4459,3501,3017,484,Tuesday,1
4483,3552,3079,473,Wednesday,1
4225,3295,2805,490,Thursday,1
3111,2484,2131,353,Friday,0
2353,1784,1535,249,Saturday,0
3198,2520,2213,307,Sunday,0
4432,3539,3058,481,Monday,1
4664,3654,3148,506,Tuesday,1
4471,3544,3025,519,Wednesday,1
4486,3499,3031,468,Thursday,1
3527,2704,2304,400,Friday,0
2514,1995,1728,267,Saturday,0
2993,2409,2106,303,Sunday,0
4728,3694,3174,520,Monday,1
4883,3982,3472,510,Tuesday,1
5071,4061,3528,533,Wednesday,1
4638,3715,3217,498,Thursday,1
3757,2942,2512,430,Friday,0
2761,2193,1890,303,Saturday,0
3423,2849,2498,351,Sunday,0
5066,4016,3464,552,Monday,1
4928,4045,3499,546,Tuesday,1
4996,4019,3497,522,Wednesday,1
5004,3823,3188,635,Thursday,1
3675,2949,2529,420,Friday,0
2556,2024,1757,267,Saturday,0
3732,2808,2361,447,Sunday,0
4958,3951,3382,569,Monday,1
4869,3806,3273,533,Tuesday,1
5224,4042,3495,547,Wednesday,1
4890,3748,3212,536,Thursday,1
3678,2914,2528,386,Friday,0
2456,2025,1759,266,Saturday,0
3444,2708,2387,321,Sunday,0
5000,3974,3390,584,Monday,1
5496,4210,3601,609,Tuesday,1
5059,4014,3468,546,Wednesday,1
4813,3759,3247,512,Thursday,1
3810,3052,2569,483,Friday,0
2682,2169,1858,311,Saturday,0
3332,2754,2379,375,Sunday,0
4872,3801,3264,537,Monday,1
5097,3956,3452,504,Tuesday,1
4714,3591,3118,473,Wednesday,1
5048,3994,3428,566,Thursday,1
3698,2843,2386,457,Friday,0
2670,2095,1798,297,Saturday,0
3416,2743,2362,381,Sunday,0
4731,3830,3269,561,Monday,1
4820,3718,3169,549,Tuesday,1
4813,3711,3182,529,Wednesday,1
4393,3508,2952,556,Thursday,1
3316,2613,2172,441,Friday,0
2416,1888,1569,319,Saturday,0
2934,2251,1937,314,Sunday,0
2732,2157,1809,348,Monday,1
3805,3007,2525,482,Tuesday,1
3748,2976,2508,468,Wednesday,1
3678,2883,2471,412,Thursday,1
3322,2647,2239,408,Friday,0
2701,2049,1749,300,Saturday,0
3263,2469,2120,349,Sunday,0
4105,3166,2690,476,Monday,1
4156,3247,2766,481,Tuesday,1
4153,3367,2878,489,Wednesday,1
4256,3394,2944,450,Thursday,1
3818,3002,2588,414,Friday,0
3045,2438,2103,335,Saturday,0
4079,3047,2603,444,Sunday,0
4899,3852,3280,572,Monday,1
4943,3822,3310,512,Tuesday,1
4907,3799,3317,482,Wednesday,1
4933,3838,3305,533,Thursday,1
4665,3498,2975,523,Friday,0
3366,2536,2175,361,Saturday,0
3976,3045,2644,401,Sunday,0
4981,3921,3351,570,Monday,1
5331,4144,3552,592,Tuesday,1
5331,4203,3656,547,Wednesday,1
5063,3982,3426,556,Thursday,1
4252,3354,2869,485,Friday,0
3656,2712,2279,433,Saturday,0
4152,3125,2666,459,Sunday,0
5089,3922,3379,543,Monday,1
5491,4314,3721,593,Tuesday,1
5665,4424,3754,670,Wednesday,1
5423,4203,3592,611,Thursday,1
4688,3682,3146,536,Friday,0
4055,3007,2521,486,Saturday,0
4830,3671,3057,614,Sunday,0
5908,4517,3869,648,Monday,1
5633,4377,3722,655,Tuesday,1
5786,4520,3856,664,Wednesday,1
5967,4758,4074,684,Thursday,1
4937,3879,3319,560,Friday,0
4327,3284,2814,470,Saturday,0
5086,3964,3393,571,Sunday,0
6038,4771,4054,717,Monday,1
6324,4920,4210,710,Tuesday,1
6062,4735,4006,729,Wednesday,1
5520,4375,3776,599,Thursday,1
4670,3621,3068,553,Friday,0
4171,3145,2683,462,Saturday,0
4716,3648,3067,581,Sunday,0
5939,4567,3882,685,Monday,1
6361,4900,4169,731,Tuesday,1
6659,5322,4580,742,Wednesday,1
6264,4857,4067,790,Thursday,1
5359,4202,3592,610,Friday,0
4593,3452,2932,520,Saturday,0
5092,3917,3338,579,Sunday,0
6563,5112,4278,834,Monday,1
6124,4775,4028,747,Tuesday,1
5817,4596,3886,710,Wednesday,1
6057,4583,3937,646,Thursday,1
4958,3829,3183,646,Friday,0
3651,2827,2384,443,Saturday,0
4248,3291,2737,554,Sunday,0
5624,4231,3588,643,Monday,1
5595,4300,3666,634,Tuesday,1
5213,4106,3466,640,Wednesday,1
5156,3990,3372,618,Thursday,1
4350,3343,2816,527,Friday,0
3446,2696,2291,405,Saturday,0
3945,2969,2479,490,Sunday,0
4639,3610,3054,556,Monday,1
5224,4069,3416,653,Tuesday,1
5242,4105,3474,631,Wednesday,1
4939,3966,3371,595,Thursday,1
4387,3486,2949,537,Friday,0
3327,2583,2189,394,Saturday,0
3692,2919,2482,437,Sunday,0
4734,3707,3133,574,Monday,1
4727,3690,3057,633,Tuesday,1
4994,3869,3239,630,Wednesday,1
4767,3733,3156,577,Thursday,1
4124,3247,2778,469,Friday,0
3230,2425,2045,380,Saturday,0
3906,3049,2574,475,Sunday,0
4895,3787,3188,599,Monday,1
4871,3644,3050,594,Tuesday,1
4989,3857,3269,588,Wednesday,1
4633,3560,3015,545,Thursday,1
4475,3292,2757,535,Friday,0
2967,2304,1942,362,Saturday,0
3507,2684,2282,402,Sunday,0
4337,3348,2794,554,Monday,1
4470,3461,2964,497,Tuesday,1
4439,3450,2898,552,Wednesday,1
4895,3677,3132,545,Thursday,1
3924,2911,2459,452,Friday,0
2827,2190,1851,339,Saturday,0
3481,2668,2256,412,Sunday,0
4627,3493,2935,558,Monday,1
4561,3493,2950,543,Tuesday,1
4626,3521,2982,539,Wednesday,1
4137,3215,2668,547,Thursday,1
3555,2675,2248,427,Friday,0
2671,1999,1680,319,Saturday,0
3486,2635,2233,402,Sunday,0
4000,3119,2616,503,Monday,1
3828,3013,2553,460,Tuesday,1
3935,3049,2599,450,Wednesday,1
3633,2881,2397,484,Thursday,1
2997,2286,1932,354,Friday,0
2194,1704,1420,284,Saturday,0
2948,2198,1836,362,Sunday,0
4049,3215,2724,491,Monday,1
3792,2998,2485,513,Tuesday,1
4029,3096,2613,483,Wednesday,1
3945,3039,2587,452,Thursday,1
3523,2620,2173,447,Friday,0
2646,1981,1665,316,Saturday,0
3454,2611,2213,398,Sunday,0
3703,2916,2459,457,Monday,1
3680,2853,2397,456,Tuesday,1
3479,2627,2196,431,Wednesday,1
3756,2916,2463,453,Thursday,1
3289,2557,2122,435,Friday,0
2416,1892,1606,286,Saturday,0
2793,2197,1892,305,Sunday,0
3749,2881,2428,453,Monday,1
3786,2889,2450,439,Tuesday,1
4002,3039,2566,473,Wednesday,1
3823,3033,2525,508,Thursday,1
3430,2623,2262,361,Friday,0
2400,1767,1487,280,Saturday,0
2835,2207,1869,338,Sunday,0
4001,3031,2523,508,Monday,1
3795,2969,2525,444,Tuesday,1
3903,3010,2591,419,Wednesday,1
3397,2687,2265,422,Thursday,1
3005,2317,1887,430,Friday,0
2305,1750,1479,271,Saturday,0
2696,1993,1701,292,Sunday,0
3866,2814,2368,446,Monday,1
3826,2845,2400,445,Tuesday,1
3673,2774,2334,440,Wednesday,1
3660,2625,2189,436,Thursday,1
3136,2364,1941,423,Friday,0
2223,1628,1354,274,Saturday,0
2623,1941,1644,297,Sunday,0
3638,2745,2325,420,Monday,1
3740,2742,2258,484,Tuesday,1
3767,2904,2477,427,Wednesday,1
3621,2780,2322,458,Thursday,1
2971,2308,1922,386,Friday,0
2221,1696,1373,323,Saturday,0
2724,2037,1686,351,Sunday,0
3456,2638,2181,457,Monday,1
3581,2683,2184,499,Tuesday,1
2064,1564,1297,267,Wednesday,1
